Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,https://twelvesec.com/2024/02/02/cve-2024-23831/,George Roumeliotis,LedgerSMB,CSRF,-,2024-02-02,2024-02-06
The power of Client-Side Path Traversal: How I found and escalated 2 bugs through “../”,https://medium.com/@Nightbloodz/the-power-of-client-side-path-traversal-how-i-found-and-escalated-2-bugs-through-670338afc90f,Alvaro Balada,-,"Client-side Path Traversal, CSRF, Self-XSS, XSS",-,2024-01-01,2024-01-02
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,https://rhinosecuritylabs.com/research/extreme-networks-extremexos-vulnerabilities/,David Yesland (@daveysec),Extreme Networks,"Arbitrary file read, Arbitrary file write, SSRF, RCE, Privilege escalation, Local Privilege Escalation, CSRF, Security code review",-,2023-12-05,2023-12-26
Securing our home labs: Home Assistant code review,https://github.blog/2023-11-30-securing-our-home-labs-home-assistant-code-review/,Alvaro Muñoz (@pwntester),Home Assistant,"Insecure deserialization, CSRF, RCE, Code injection, Android, iOS, Security code review",-,2023-11-30,2024-01-29
"A web cache deception chained to a CSRF, the recipe",https://infosecwriteups.com/a-web-cache-deception-chained-to-a-csrf-the-recipe-9e9a5b5f53aa,Rachid.A (@zhero___),-,"Web cache deception, CSRF",-,2023-10-25,2023-12-27
Technical Advisory: Vulnerabilities Identified within ListServ,https://www.praetorian.com/blog/vulnerabilities-within-listserv/,Adam Crosser,ListServ,"CSRF, Samesite cookie bypass, Reflected XSS, Stored XSS, Unrestricted file upload, DLL Hijacking, Local Privilege Escalation, Buffer Overflow, Memory corruption",-,2023-10-18,2024-01-02
"Blog: OmniSpace, from automated 0day XSS to RCE",https://preprod.patrowl.io/blog-omnispace-from-automated-xss-to-rce-cve-2023-40228/,Florent (@Pepito_oh),Agora-Project (OmniSpace),"RCE, XSS, Account takeover, CSRF, Insecure file upload, LFI, Security code review",-,2023-09-12,2023-09-13
Bypassing Samesite Cookie Restrictions with Method Override,https://hazanasec.github.io/2023-07-30-Samesite-bypass-method-override.md/,Hazana (@HazanaSec),-,"Samesite cookie bypass, CSRF",-,2023-07-30,2023-08-08
HTML Over the Wire,https://bountyplz.xyz/bugbounty/2023/07/30/HTML-Over-The-Wire.html,Ryan (@healthyoutlet),"Hotwire Turbo, htmx","CSRF, Token leak",-,2023-07-30,2023-07-31
CSRFing VS Code's Debug Adapter Protocol,https://www.mcnulty.blog/posts/dap-csrf,Dan McNulty (@_Z7mcnulty),Microsoft (VS Code),"CSRF, RCE",-,2023-07-28,2023-08-08
Multiple vulnerabilities on Chamilo 1.11.18,https://www.randorisec.fr/chamilo-1.11.18-multiple-vulnerabilities,Aituglo (@aituglo),Chamilo,"OS command injection, RCE, SSRF, IDOR, XSS, CSRF, Security code review",-,2023-07-01,2023-07-17
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,https://www.ghostccamm.com/blog/multi_cockpit_vulns/,GhostCcamm (@GhostCcamm),Cockpit CMS,"CSRF, Unrestricted file upload, RCE, XSS, IDOR, Security code review",-,2023-06-30,2023-07-12
"My first two valid and rewarded Web Cache Deceptions, earning $2250",https://medium.com/@hbenja47/my-first-two-valid-and-rewarded-web-cache-deceptions-earning-2250-c8d2a6968713,Benja (bronxi) (@hbenja_m),-,"Web cache deception, CSRF","2,250",2023-06-25,2023-06-27
"A smorgasbord of a bug chain: postMessage, JSONP, WAF bypass, DOM-based XSS, CORS, CSRF…",https://jub0bs.com/posts/2023-05-05-smorgasbord-of-a-bug-chain/,Julien Cretel (@jub0bs),-,"postMessage, JSONP, DOM XSS, CORS misconfiguration, CSRF, WAF bypass",200,2023-05-05,2023-05-06
Simple Bugs 0x01: Password Changing to Account Takeover!,https://vitorfalcao.com/posts/simple-bugs/password-changing-to-ato/,Vitor Falcao (@egl_falcao),-,"Account takeover, CSRF",-,2023-04-03,2023-04-06
Unveiling the Secrets: My Journey of Hacking Google’s OSS,https://7h3h4ckv157.medium.com/unveiling-the-secrets-my-journey-of-hacking-googles-oss-cdd9ef3c7aa,7𝖍3𝖍4𝖈kv157 (@7h3h4ckv157),Google,"CSRF, Self-XSS",-,2023-03-31,2023-03-31
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,https://medium.com/@deadoverflow/bypassing-samesite-lax-cookie-restrictions-to-preform-csrf-resulting-to-a-horizontal-privilege-1dfc8fb17b0a,Imad Husanovic (@deadoverflow_),-,CSRF,-,2023-02-13,2023-02-22
Chaining Bugs to get my First Bug Bounty,https://infosecwriteups.com/chaining-bugs-to-get-my-first-bug-bounty-7e94afb704e7,ag3n7 (@ag3n7apk),-,"CSRF, Open redirect, Clickjacking, Account takeover",-,2023-02-08,2023-03-02
SSO Gadgets: Escalate (Self-)XSS to ATO,https://security.lauritz-holtmann.de/post/xss-ato-gadgets/,Lauritz Holtmann (@_lauritz_),-,"SSO, OAuth, Account takeover, Self-XSS, Login CSRF",-,2023-02-04,2023-02-07
CSRF + Stored XSS Leading to Full Account Takeover,https://medium.com/@bag0zathev2/csrf-stored-xss-to-leading-to-full-account-takeover-39e9a79533e3,Fares Walid (@SirBagoza),-,"Stored XSS, CSRF, Account takeover",-,2023-01-20,2023-01-23
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,https://ermetic.com/blog/azure/emojideploy-smile-your-azure-web-service-just-got-rced/,Liv Matan (@terminatorLM),Microsoft (Azure),"RCE, Cloud, CSRF, CORS misconfiguration","30,000",2023-01-19,2023-01-23
Client-Side SSRF to Google Cloud Project Takeover [Google VRP],https://blog.geekycat.in/client-side-ssrf-to-google-cloud-project-takeover/,Dohyun Lee,Google,"SSRF, CSRF, Open redirect","5,000",2023-01-12,2023-01-18
“2022: A Year of Fascinating Discoveries”,https://dhakalbibek.medium.com/2022-a-year-of-fascinating-discoveries-d3277dfb006f,dhakal_bibek (@dhakal__bibek),-,"CSRF, SSRF, Blind XSS, Password reset, Hyperlink injection, IDOR, Weak credentials, AWS misconfiguration",-,2023-01-09,2023-01-11
Advanced CSRF Exploitation,https://medium.com/@sandro.einfeldt/advanced-csrf-exploitation-via-xss-4cd00c895ba,Sandro Einfeldt,-,"CSRF, Stored XSS",-,2023-01-07,2023-01-11
[ GCP 2022 ] Few bugs in the google cloud shell,https://obmiblog.blogspot.com/2022/12/gcp-2022-few-bugs-in-google-cloud-shell.html,Obmi,Google,"CSRF, Stored XSS, File upload, OAuth","20,000",2022-12-26,2023-07-12
Exploiting CORS Misconfigurations,https://attackshipsonfi.re/p/exploiting-cors-misconfigurations,scarlet / attack ships on fire,"Apple, Google, Mozilla (Firefox), WHATWG","CORS misconfiguration, CSRF, XST",-,2022-11-26,2022-11-26
Able to Mass-change profile section leads to my first $BOUNTY$,https://hacklido.com/d/93-able-to-mass-change-profile-section-leads-to-my-first-bounty,SYRINE,-,"HTML injection, IDOR, CSRF","1,000",2022-11-25,2022-12-12
Contrast discovers zero-day flaw in popular Quarkus Java framework,https://www.contrastsecurity.com/security-influencers/localhost-attack-against-quarkus-developers-contrast-security,Joseph Beeton,Quarkus,"Drive-by attack, CSRF, RCE",-,2022-11-23,2022-12-12
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,https://hacklido.com/d/90-cve-2021-40662-chamilo-lms-11114-rce,Febin,Chamilo LMS,"Stored XSS, CSRF, RCE",-,2021-11-23,2022-12-12
CVE-2022-41622 and CVE-2022-41800 (FIXED): F5 BIG-IP and iControl REST Vulnerabilities and Exposures,https://www.rapid7.com/blog/post/2022/11/16/cve-2022-41622-and-cve-2022-41800-fixed-f5-big-ip-and-icontrol-rest-vulnerabilities-and-exposures/,Ron Bowes (@iagox86),F5,"CSRF, RCE, RPM Spec Injection",-,2022-11-16,2022-11-17
Compromising Plesk Via Its REST API,https://fortbridge.co.uk/research/compromising-plesk-via-its-rest-api/,Adrian Tiron (@Adrian__T),Plesk,"CORS misconfiguration, CSRF",-,2022-11-08,2022-11-11
CSRF Leads to Delete User Account,https://medium.com/@omarbakrey90/csrf-leads-to-delete-user-account-fc362078be2f,Omarbakrey,-,CSRF,-,2022-11-04,2022-11-05
Chaining multiple vulnerabilities for credential stealing,https://web.archive.org/web/20221025185418/https://bergee.it/blog/chaining-multiple-vulnerabilities-for-credential-stealing/,Bartłomiej Bergier (@_bergee_),-,"CSRF, Self-XSS, XSS",-,2022-10-25,2022-10-28
Facebook SMS Captcha Was Vulnerable to CSRF Attack,https://lokeshdlk77.medium.com/facebook-sms-captcha-was-vulnerable-to-csrf-attack-8db537b1e980,Lokesh Kumar (@lokeshdlk77),Meta / Facebook,CSRF,"18,750",2022-10-17,2022-10-17
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",https://ahmadaabdulla.medium.com/mr-robot-self-xss-from-informative-to-high-1200-csrf-open-redirect-self-xss-to-stored-92f371ba3da1,Ahmad A Abdulla (@lu3ky13),-,"Self-XSS, CSRF","1,200",2022-10-06,2022-10-08
CSRF Attack — 0 click account delete - 1st write-up,https://medium.com/@bug_vs_me/csrf-attack-0-click-account-delete-1st-write-up-3d67b267b931,Deepak (@bug_vs_me),-,"CSRF, HTML injection",-,2022-10-03,2022-10-04
Zoneminder – Web App Testing – Oct 2022,https://www.trenchesofit.com/2022/09/30/zoneminder-web-app-testing/,Trenches of IT (@TrenchesofIT),ZoneMinder,"DoS, Log injection, CSRF, Stored XSS",-,2022-09-30,2022-10-07
Apollo Router Security Audit Report (Q2 2022),https://doyensec.com/resources/Doyensec_Apollo_Report_Q22022_v4_AfterRetest.pdf,"Norbert Szetei (@73696e65), Mykhailo Baraniak",Apollo GraphQL,"DoS, CSRF",-,2022-09-20,2022-09-22
Bug Bounty - Cross-site request forgery is a thing,https://hesec.de/posts/bbh-csrf/,Patrick Hener (@C1sc01),-,"CSRF, XSS","2,400",2022-09-12,2022-11-30
CSRF Vulnerability In The NodeJS Ecosystem,https://fortbridge.co.uk/research/csrf-vulnerability-in-nodejs-ecosystem/,Adrian Tiron (@adrian__t),Node.js third-party modules (csurf),CSRF,-,2022-08-28,2022-09-15
CSRF leads to Account Takeover | Samsung,https://bloggerrando.blogspot.com/2022/08/17-1.html,R ando (@Rando02355205),Samsung,"CSRF, Account takeover",-,2022-08-16,2022-09-15
IAM Whoever I Say IAM :: Infiltrating VMWare Workspace ONE Access Using a 0-Click Exploit,https://srcincite.io/blog/2022/08/11/i-am-whoever-i-say-i-am-infiltrating-vmware-workspace-one-access-using-a-0-click-exploit.html,Steven Seeley (@steventseeley),VMware,"Authentication bypass, Information disclosure, CSRF, RCE, Local Privilege Escalation",-,2022-08-11,2022-09-15
My Experience on Hacking the Dutch Government,https://gonzx.medium.com/my-experience-on-hacking-the-dutch-government-a2c5a5f43d83,Jefferson Gonzales (@gonzxph),Dutch Government,"XSS, Open redirect, CSRF, Account takeover",-,2022-08-11,2022-09-15
How a Simple IDOR Led Me to Delete Any Account,https://payatu.com/blog/rajesh.r/idor-to-account-deletion,rajesh.r (@_rajesh_ranjan_),-,"IDOR, CSRF",-,2022-07-12,2022-09-15
How we have pwned Root-Me in 2022,https://spawnzii.github.io/posts/2022/07/how-we-have-pwned-root-me-in-2022/,"Romain Brun (@SpawnZii), Abyss Watcher",SPIP,"XSS, CSRF, RCE",-,2022-07-12,2022-09-15
We Hacked Larksuite For 1 month and Here is what we found,https://web.archive.org/web/20220716152713/https://snapsec.co/blog/hacking-larksuite/,Snap Sec (@snap_sec),Lark Technologies,"XSS, IDOR, Privilege escalation, Broken Access Control, CSRF, 40x bypass",-,2022-07-04,2022-09-15
CSRF leads to account takeover in Yahoo!,https://webs3c.com/t/csrf-leads-to-account-takeover-in-yahoo/93,Retr02332 (@Retr02332),Yahoo! / Verizon Media,"CSRF, Account takeover","3,000",2022-06-16,2022-09-15
If It’s a Feature!!! Let’s Abuse It for $750,https://medium.com/@shakti.gtp/if-its-a-feature-let-s-abuse-it-for-750-19cfb9848d4b,Shakti Mohanty (@3ncryptSaan),-,CSRF,750,2022-06-05,2022-09-15
Stealing Google Drive OAuth tokens from Dropbox,https://blog.stazot.com/stealing-google-drive-oauth-tokens-from-dropbox/,"Sivanesh Ashok (@sivaneshashok), Sreeram KL (@kl_sree)",Dropbox,"CSRF, SSRF, Account takeover","1,728",2022-05-17,2022-09-15
Multiple bugs chained to takeover Facebook Accounts which uses Gmail.,https://ysamm.com/?p=763,Youssef Sammouda (@samm0uda),Meta / Facebook,"XSS, CSRF, Account takeover","44,625",2022-05-14,2022-09-15
"The Underrated Bugs, Clickjacking, CSS Injection, Drag-Drop XSS, Cookie Bomb, Login+Logout CSRF…",https://medium.com/@renwa/the-underrated-bugs-clickjacking-css-injection-drag-drop-xss-cookie-bomb-login-logout-csrf-84307a98fffa,Renwa (@RenwaX23),-,"CSS injection, Clickjacking, Account takeover, XSS, Cookie bomb, Self-XSS, CSRF","3,850",2022-05-10,2022-09-15
Chained Bug: XML File Upload to XSS to CSRF to Full Account Take Over (ATO),https://systemweakness.com/chained-bug-xml-file-upload-to-xss-to-csrf-to-full-account-take-over-ato-156409c41b57,Zulfi Al-Farizi,-,"XSS, CSRF, Account takeover",-,2022-05-06,2022-09-15
Small bugs are more dangerous than you think,https://medium.com/@terminatorLM/small-bugs-are-more-dangerous-than-you-think-9411618191ab,Liv Matan (@terminatorLM),-,"Self-XSS, Stored XSS, Open redirect, CSRF",-,2022-04-01,2022-09-15
Bug Bounty Adventures: A NodeBB 0-day,https://blogs.opera.com/security/2022/03/bug-bounty-adventures-a-nodebb-0-day/,Marouane Mouhtadi (@Mar0_0uane),Opera,"CSRF, Account takeover, SSO, Broken authentication",-,2022-03-25,2022-09-15
What an injection into jQuery-selector can lead to,https://systemweakness.com/what-an-injection-into-jquery-selector-can-lead-to-1fcaabfd51e5,Anton Subbotin (@ska_vans),-,CSRF,-,2022-02-21,2022-09-15
CVE-2022-21703: cross-origin request forgery against Grafana,https://jub0bs.com/posts/2022-02-08-cve-2022-21703-writeup/,"Julien Cretel (@jub0bs), abrahack (@theabrahack)",Grafana Labs,"CSRF, SSRF",-,2022-02-08,2022-09-15
A technique to semi-automatically find vulnerabilities in WordPress plugins,https://kazet.cc/2022/02/03/fuzzing-wordpress-plugins.html,kazet (@kazet1234),-,"XSS, SQL injection, Open redirect, CSRF",-,2022-02-03,2022-09-15
Abusing Facebooks `Call To Action` To Launch Internal Deeplinks,https://www.ash-king.co.uk/blog/abusing-Facebooks-call-to-action-to-launch-internal-deeplinks,Ashley King (@AshleyKingUK),Meta / Facebook,"CSRF, Android, iOS","4,000",2022-02-02,2022-09-15
Stealing administrative JWT's through post auth SSRF (CVE-2021-22056),https://blog.assetnote.io/2022/01/17/workspace-one-access-ssrf/,"Shubham Shah (@infosec_au), Keiran Sampson (@hpy_downunder)",VMware,"SSRF, CSRF",-,2022-01-17,2022-09-15
Pwning the portal: from database dump to session hijacking,https://www.bitcrack.net/pwning-the-portal-from-database-dump-to-session-hijacking/,Bitcrack (@bitcrack_cyber),-,"SQL injection, XSS, CSRF",-,2022-01-12,2022-09-15
Bug Hunting Journey of 2021,https://infosecwriteups.com/bug-hunting-journey-of-2021-1fa60b28d949,Sudhanshu Rajbhar (@sudhanshur705),-,"Stored XSS, Open redirect, Token leak, CSRF, Logic flaw, Information disclosure, IDOR, Account takeover","3,200",2021-12-31,2022-09-15
Story of a weird CSRF bug,https://infosecwriteups.com/story-of-a-weird-csrf-bug-bde1129c106e,Sudhanshu Rajbhar (@sudhanshur705),-,CSRF,-,2021-12-29,2022-09-15
AWS SageMaker Jupyter Notebook Instance Takeover,https://blog.lightspin.io/aws-sagemaker-notebook-takeover-vulnerability,Gafnit Amiga (@gafnitav),AWS,"Self-XSS, CSRF, RCE",-,2021-12-02,2022-09-15
Exploiting OAuth: Journey to Account Takeover,https://blog.dixitaditya.com/2021/11/19/account-takeover-chain.html,Aditya Dixit (@zombie007o),-,"Account takeover, OAuth, XSS, Weak CSP, CSRF",-,2021-11-19,2022-09-15
Diving into Open-source LMS Codebases,https://starlabs.sg/blog/2021/11-diving-into-open-source-lms-ccodebases/,Poh Jia Hao (@Chocologicall),"Moodle, Chamilo LMS","Insecure file upload, Insecure deserialization, RCE, CSRF, SQL injection, Reflected XSS",-,2021-11-16,2022-09-15
chaining improper authentication to idor and no rate limit for mass account takeover,https://tox7cv3nom.github.io/2021/11/12/chaining-of-csrf-token-misconfiguration-and-no-rate-limit-leads-to-mass-account-takeover.html,mohit (@mohit29295572),-,"Account takeover, Lack of rate limiting, CSRF, IDOR",-,2021-11-12,2022-09-15
Exploiting Request forgery on Mobile Applications.,https://dphoeniixx.medium.com/exploiting-request-forgery-on-mobile-applications-e1d196d187b3,Sayed Abdelhafiz (@dPhoeniixx),Pinterest,"CSRF, Account takeover, Android, iOS",-,2021-10-19,2022-09-15
Exploitation of file’s download parameters to create potential risk of malware delivery: $200 bug!,https://muhammad-aamir.medium.com/exploitation-of-files-download-parameters-to-create-potential-risk-of-malware-delivery-200-bug-e2bcce0e737,Muhammad Aamir (@Muhammad__Aamir),-,"CSRF, RCE",200,2021-10-17,2022-09-15
CSRF to one tray Red-bull,https://medium.com/@saneem7/csrf-to-one-tray-red-bull-6564cd884a47,Mohammed Saneem,Redbull,CSRF,-,2021-10-06,2022-09-15
2 CSRF 1 IDOR on Google Marketing Platform,https://apapedulimu.click/story-of-idor-on-google-product/,apapedulimu / Nosa Shandy (@LocalHost31337),Google,"IDOR, CSRF","3,633.70",2021-09-06,2022-09-15
chaining bugs from self XSS to account takeover,https://medium.com/@behnam.yazdanpanah/chaining-bugs-from-self-xss-to-account-takeover-82d572136bdf,Behnam Yazdanpanah (@abhiunix),-,"Self-XSS, WAF bypass, CSRF, Account takeover",-,2021-09-02,2022-09-15
How I found my first Subdomain Takeover vulnerability,https://monish-basaniwal.medium.com/how-i-found-my-first-subdomain-takeover-vulnerability-b7d5c17b61fd,Monish Basaniwal,-,"Subdomain takeover, CSRF",375,2021-08-20,2022-09-15
Why u should use burp to test Path Traversal Vulnerability and also get RXSS,https://infosecwriteups.com/why-u-should-use-burp-to-test-path-traversal-vulnerability-and-also-get-rxss-2743cbb16a3c,Yasser Mohammed (@boomneroli),-,"Path traversal, XSS, CSRF, Account takeover",700,2021-08-16,2022-09-15
Multiple Vulnerabilities In cPanel/WHM,https://www.fortbridge.co.uk/research/multiple-vulnerabilities-in-cpanel-whm/,Adrian Tiron (@adrian__t),cPanel,"XXE, Stored XSS, Privilege escalation, CSRF, Cross-Site WebSocket Hijacking (CSWH)",-,2021-08-10,2022-09-15
how to be popular,https://blog.azuki.vip/csrf/,yan (@bcrypt),OkCupid,"CSRF, Type confusion",-,2021-08-02,2022-09-15
You’ve Got (a Reset) Mail: A Security Analysis of Email-Based Password Reset Procedures,https://innotommy.com/You’ve%20Got%20%28a%20Reset%29%20Mail.pdf,"Tommaso Innocenti (@innotommy), Ali Mirheidari, Amin Kharraz (@amin_kharaz), Bruno Crispo, Engin Kirda",-,"Password reset, Host header injection, CSRF, Account takeover",-,2021-07-26,2022-09-15
Part 2: Dive into Zoom Applications,https://rakesh-thodupunoori.medium.com/part-2-dive-into-zoom-applications-1b01091345c1,Rakesh Thodupunoori (@rakesh_3895),Zoom,"CSRF, Account takeover, Information disclosure, Session expiration issue, Broken authorization, Logic flaw",-,2021-07-13,2022-09-15
Oversightboard.com site-wide CSRF due to missing checking,https://ysamm.com/?p=702,Youssef Sammouda (@samm0uda),Meta / Facebook,CSRF,500,2021-06-27,2022-09-15
A supply-chain breach: Taking over an Atlassian account,https://research.checkpoint.com/2021/a-supply-chain-breach-taking-over-an-atlassian-account/,"Dikla Barda, Yaara Shriki, Roman Zaikin (@R0m4nZ41k1n), Oded Vanunu (@Od3dV)",Atlassian,"XSS, CSRF",-,2021-06-24,2022-09-15
Part-1 Dive into Zoom Applications,https://rakesh-thodupunoori.medium.com/part-1-dive-into-zoom-applications-d70f3de53ec5,Rakesh Thodupunoori (@rakesh_3895),Zoom,"CSRF, Payment bypass, Logic flaw, Account takeover, Privilege escalation","22,000",2021-06-16,2022-09-15
Executing CSRF With Phone Validation,https://infosecwriteups.com/executing-csrf-with-phone-validation-103c525dd310,Greg Gibson,-,CSRF,-,2021-06-04,2022-09-15
CSRF from which we can create a support ticket in Victim’s Account (500$),https://rohitcoder.medium.com/csrf-from-which-we-can-create-a-support-ticket-in-victims-account-500-c1aa61f99c17,Rohit kumar (@rohitcoder),Meta / Facebook,CSRF,500,2021-05-21,2022-09-15
Deep Dive into Open Source Bug Bounty,https://web.archive.org/web/20210728030437/https://ritiksahni.me/open-source-bug-bounty-tutorial,Ritik Sahni (@ritiksahni22),-,CSRF,-,2021-05-03,2022-09-15
Chaining CSRF with XSS to deactivate Mass user accounts by single click,https://notifybugme.medium.com/chaining-csrf-with-xss-to-deactivate-mass-user-accounts-by-single-click-b463c0d26587,Santosh Kumar Sha (@killmongar1996),-,"CSRF, XSS",-,2021-05-02,2022-09-15
Got Nice catch by Google,https://parthdeshani.medium.com/got-nice-catch-by-google-5e6a8211371c,Parth Desani (@DesaniParth),Google,"OAuth, Open redirect, CSRF",-,2021-04-22,2022-09-15
I Built a TV That Plays All of Your Private YouTube Videos,https://bugs.xdavidhu.me/google/2021/04/05/i-built-a-tv-that-plays-all-of-your-private-youtube-videos/,David Schütz (@xdavidhu),Google,CSRF,"6,000",2021-04-05,2022-09-15
CSRF in YouTube Leanback API,https://feed.bugs.xdavidhu.me/bugs/0001,David Schütz (@xdavidhu),Google,CSRF,-,2021-04-05,2022-09-15
Missing CORS leads to Complete Account Takeover,https://nirajmodi51.medium.com/missing-cors-leads-to-complete-account-takeover-1ed4b53bf9f2,Niraj Modi (@nirajmodi51),-,"Missing CORS, CSRF, Account takeover",-,2021-03-30,2022-09-15
CSRF to Full Account Takeover,https://medium.com/@ashrafharb997/csrf-to-full-account-takeover-5196cef9d166,Ashraf Harb (@ashrafharb97),-,"CSRF, Account takeover",-,2021-03-29,2022-09-15
Chaining bugs for the greater good,https://med-mahmoudi26.medium.com/chaining-bugs-for-the-greater-good-664412ae85f8,mohamad mahmoudi (@Lotus_619),-,"Blind XSS, CSRF",-,2021-03-18,2022-09-15
CSRF through URL with # tag parameter,https://web.archive.org/web/20210227092343/https://tommysuriel.medium.com/csrf-through-url-with-tag-parameter-c8ef585bded3,Tommysuriel,-,CSRF,100,2021-02-25,2022-09-15
CSRF In JSF 2.0: Predicting CSRF Tokens For Apache MyFaces,https://certitude.consulting/blog/en/csrf-myfaces-2/,Wolfgang Ettlinger,Apache,"CSRF, ViewState",-,2021-02-19,2022-12-09
Full account takeover worth $1000 Think out of the box,https://mokhansec.medium.com/full-account-takeover-worth-1000-think-out-of-the-box-808f0bdd8ac7,Mohsin Khan (@tabaahi_),-,"Account takeover, CSRF, IDOR","1,000",2021-02-15,2022-09-15
OAuth Misconfiguration Leads to Full Account takeover,https://neroli.medium.com/oauth-misconfiguration-leads-to-full-account-takeover-22b032cb6732,Yasser Mohammed (@boomneroli),-,"OAuth, Clickjacking, CSRF, Account takeover",-,2021-02-13,2022-09-15
Stealing Chat session ID with CORS and execute CSRF attack,https://sunilyedla.medium.com/stealing-chat-session-id-with-cors-and-execute-csrf-attack-f9f7ea229db1,Sunil Yedla (@sunilyedla2),-,"CSRF, CORS misconfiguration",-,2021-02-02,2022-09-15
Launching Internal & Non-Exported Deeplinks On Facebook,https://ash-king.co.uk/blog/Launching-internal-non-exported-deeplinks-on-Facebook,"Ashley King (@AshleyKingUK), Rahul Kankrale (@RahulKankrale)",Meta / Facebook,CSRF,"4,000",2021-01-28,2022-09-15
CSRF Protection Bypass in Atlassian Confluence Server,https://yeuchimse.com/csrf-protection-bypass-in-atlassian-confluence-server/,yeuchimse (@yeuchimse),Atlassian,CSRF,"3,600",2021-01-22,2022-09-15
CSRF with IDOR - A Deadly Combo,https://shahjerry33.medium.com/csrf-with-idor-a-deadly-combo-203e93967702,Jerry Shah (@Jerry),-,"CSRF, IDOR",-,2021-01-12,2022-09-15
Finding bugs on Chess.com,https://medium.com/bugbountywriteup/finding-bugs-on-chess-com-739a71fbdb31,Seqrity (@seqrity9),Chess.com,"Lack of rate limiting, Bruteforce, CSRF",180,2021-01-07,2022-09-15
How I Got My First Bounty & Hof From Google (CSRF Lead To Account Delete),https://bhupendra1238.medium.com/how-i-got-my-first-bounty-hof-from-google-csrf-lead-to-account-delete-85f9906ba9ec,Bhupendra Rajbhar (@bhupendra1238),Google,CSRF,-,2020-12-28,2022-09-15
Cookie Tossing to RCE on Google Cloud JupyterLab,https://blog.s1r1us.ninja/research/cookie-tossing-to-rce-on-google-cloud-jupyter-notebooks,s1r1us (@s1r1u5_),Google,"Self-XSS, DoS, CSRF, RCE","3,133.70",2020-12-23,2022-09-15
TikTok Careers Portal Account Takeover,https://security.lauritz-holtmann.de,Lauritz Holtmann (@_lauritz_),TikTok,"CSRF, Open redirect, Account takeover","2,373",2020-12-15,2022-09-15
