WriteupTitle,ReportTitle,ReportURL
CVE-2024-2448: Authenticated Command Injection In Progress Kemp LoadMaster,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
CVE-2024-2448: Authenticated Command Injection In Progress Kemp LoadMaster,DOS of RSKJ server,https://hackerone.com/reports/2105808
CVE-2024-2448: Authenticated Command Injection In Progress Kemp LoadMaster,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CVE-2024-2448: Authenticated Command Injection In Progress Kemp LoadMaster,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
JSON CSRF in Microsoft Bing Maps Collections,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
JSON CSRF in Microsoft Bing Maps Collections,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
JSON CSRF in Microsoft Bing Maps Collections,DOS of RSKJ server,https://hackerone.com/reports/2105808
JSON CSRF in Microsoft Bing Maps Collections,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
JSON CSRF in Microsoft Bing Maps Collections,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,DOS of RSKJ server,https://hackerone.com/reports/2105808
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
LedgerSMB – CVE-2024-23831: Privilege escalation through CSRF attack on “setup.pl”,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,DOS of RSKJ server,https://hackerone.com/reports/2105808
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Multiple Vulnerabilities In Extreme Networks ExtremeXOS,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Securing our home labs: Home Assistant code review,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Securing our home labs: Home Assistant code review,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Securing our home labs: Home Assistant code review,DOS of RSKJ server,https://hackerone.com/reports/2105808
Securing our home labs: Home Assistant code review,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Securing our home labs: Home Assistant code review,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"A web cache deception chained to a CSRF, the recipe",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"A web cache deception chained to a CSRF, the recipe",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"A web cache deception chained to a CSRF, the recipe",DOS of RSKJ server,https://hackerone.com/reports/2105808
"A web cache deception chained to a CSRF, the recipe",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"A web cache deception chained to a CSRF, the recipe",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Technical Advisory: Vulnerabilities Identified within ListServ,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Technical Advisory: Vulnerabilities Identified within ListServ,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
Technical Advisory: Vulnerabilities Identified within ListServ,Path Traversal Vulnerability in Lila Project,https://hackerone.com/reports/3181066
Technical Advisory: Vulnerabilities Identified within ListServ,DoS Vulnerability via Cache Poisoning on cdn.shopify.com and shopify-assets.shopifycdn.com,https://hackerone.com/reports/1695604
Technical Advisory: Vulnerabilities Identified within ListServ,CVE-2025-5399: WebSocket endless loop,https://hackerone.com/reports/3168039
"Blog: OmniSpace, from automated 0day XSS to RCE",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Blog: OmniSpace, from automated 0day XSS to RCE",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Blog: OmniSpace, from automated 0day XSS to RCE",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Blog: OmniSpace, from automated 0day XSS to RCE",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Blog: OmniSpace, from automated 0day XSS to RCE",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Bypassing Samesite Cookie Restrictions with Method Override,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Bypassing Samesite Cookie Restrictions with Method Override,DOS of RSKJ server,https://hackerone.com/reports/2105808
Bypassing Samesite Cookie Restrictions with Method Override,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Bypassing Samesite Cookie Restrictions with Method Override,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
Bypassing Samesite Cookie Restrictions with Method Override,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
HTML Over the Wire,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
HTML Over the Wire,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
HTML Over the Wire,DOS of RSKJ server,https://hackerone.com/reports/2105808
HTML Over the Wire,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
HTML Over the Wire,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
CSRFing VS Code's Debug Adapter Protocol,CVE-2025-5399: WebSocket endless loop,https://hackerone.com/reports/3168039
CSRFing VS Code's Debug Adapter Protocol,Private AWS AMIs are temporarily being exposed publicly,https://hackerone.com/reports/3083011
CSRFing VS Code's Debug Adapter Protocol,HTTP/3 Stream Dependency Cycle Exploit,https://hackerone.com/reports/3125832
CSRFing VS Code's Debug Adapter Protocol,Heap‑based buffer overflow in curl -K <config_file> allows arbitrary write .,https://hackerone.com/reports/3094406
CSRFing VS Code's Debug Adapter Protocol,Transactions in invalid blocks are kept in tx-pool without undergoing certain checks.,https://hackerone.com/reports/2315026
Multiple vulnerabilities on Chamilo 1.11.18,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Multiple vulnerabilities on Chamilo 1.11.18,DOS of RSKJ server,https://hackerone.com/reports/2105808
Multiple vulnerabilities on Chamilo 1.11.18,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Multiple vulnerabilities on Chamilo 1.11.18,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Multiple vulnerabilities on Chamilo 1.11.18,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,DOS of RSKJ server,https://hackerone.com/reports/2105808
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"My first two valid and rewarded Web Cache Deceptions, earning $2250",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"My first two valid and rewarded Web Cache Deceptions, earning $2250",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"My first two valid and rewarded Web Cache Deceptions, earning $2250",DOS of RSKJ server,https://hackerone.com/reports/2105808
"My first two valid and rewarded Web Cache Deceptions, earning $2250",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"My first two valid and rewarded Web Cache Deceptions, earning $2250",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,DOS of RSKJ server,https://hackerone.com/reports/2105808
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Bypassing SameSite=lax cookie restrictions to preform CSRF resulting to a horizontal privilege escalation via poor email verification mechanism,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
SSO Gadgets: Escalate (Self-)XSS to ATO,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
SSO Gadgets: Escalate (Self-)XSS to ATO,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
SSO Gadgets: Escalate (Self-)XSS to ATO,DOS of RSKJ server,https://hackerone.com/reports/2105808
SSO Gadgets: Escalate (Self-)XSS to ATO,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
SSO Gadgets: Escalate (Self-)XSS to ATO,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
CSRF + Stored XSS Leading to Full Account Takeover,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
CSRF + Stored XSS Leading to Full Account Takeover,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
CSRF + Stored XSS Leading to Full Account Takeover,DOS of RSKJ server,https://hackerone.com/reports/2105808
CSRF + Stored XSS Leading to Full Account Takeover,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CSRF + Stored XSS Leading to Full Account Takeover,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,DOS of RSKJ server,https://hackerone.com/reports/2105808
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,Crafted smart contract can take 1.5 minutes to execute due to inefficient CODESIZE implementation,https://hackerone.com/reports/2489843
Advanced CSRF Exploitation,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
Advanced CSRF Exploitation,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
Advanced CSRF Exploitation,Public GitHub repositories for multiple HackerOne managed triage team profiles contain private HackerOne reports information,https://hackerone.com/reports/2937622
Advanced CSRF Exploitation,IDOR: Account Deletion via Session Misbinding – Attacker Can Delete Victim Account,https://hackerone.com/reports/3154983
Advanced CSRF Exploitation,Information Disclosure of metrics fax.wavecell.com/metrics,https://hackerone.com/reports/1365076
Exploiting CORS Misconfigurations,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
Exploiting CORS Misconfigurations,Shopify Partners Invitation Process Allows Privilege Escalation Without Email Verification,https://hackerone.com/reports/2885269
Exploiting CORS Misconfigurations,Privilege Persistence via Cloned Agent,https://hackerone.com/reports/3114554
Exploiting CORS Misconfigurations,Double Free Vulnerability in `libcurl` Cookie Management (`cookie.c`),https://hackerone.com/reports/3117697
Exploiting CORS Misconfigurations,Use of a Broken or Risky Cryptographic Algorithm (CWE-327) in libcurl,https://hackerone.com/reports/3116935
Contrast discovers zero-day flaw in popular Quarkus Java framework,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Contrast discovers zero-day flaw in popular Quarkus Java framework,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Contrast discovers zero-day flaw in popular Quarkus Java framework,DOS of RSKJ server,https://hackerone.com/reports/2105808
Contrast discovers zero-day flaw in popular Quarkus Java framework,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Contrast discovers zero-day flaw in popular Quarkus Java framework,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,Path Traversal Vulnerability in Lila Project,https://hackerone.com/reports/3181066
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,CVE-2025-5399: WebSocket endless loop,https://hackerone.com/reports/3168039
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,Server-Side Request Forgery (SSRF) via Game Export API,https://hackerone.com/reports/3165242
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,Apache Airflow Fab Provider: Application does not invalidate session after password change via Airflow cli,https://hackerone.com/reports/3073507
CVE-2021-40662 Chamilo LMS 1.11.14 RCE,Remote Code Execution via unsafe usage of `reply.view({ raw })` in @fastify/view (EJS template engine),https://hackerone.com/reports/3122019
Compromising Plesk Via Its REST API,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Compromising Plesk Via Its REST API,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
Compromising Plesk Via Its REST API,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Compromising Plesk Via Its REST API,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
Compromising Plesk Via Its REST API,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
CSRF Leads to Delete User Account,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
CSRF Leads to Delete User Account,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
CSRF Leads to Delete User Account,DOS of RSKJ server,https://hackerone.com/reports/2105808
CSRF Leads to Delete User Account,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CSRF Leads to Delete User Account,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Chaining multiple vulnerabilities for credential stealing,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Chaining multiple vulnerabilities for credential stealing,DOS of RSKJ server,https://hackerone.com/reports/2105808
Chaining multiple vulnerabilities for credential stealing,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Chaining multiple vulnerabilities for credential stealing,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Chaining multiple vulnerabilities for credential stealing,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
Facebook SMS Captcha Was Vulnerable to CSRF Attack,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Facebook SMS Captcha Was Vulnerable to CSRF Attack,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Facebook SMS Captcha Was Vulnerable to CSRF Attack,DOS of RSKJ server,https://hackerone.com/reports/2105808
Facebook SMS Captcha Was Vulnerable to CSRF Attack,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Facebook SMS Captcha Was Vulnerable to CSRF Attack,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Mr. Robot: Self Xss from Informative to high 1200$ ,csrf, open redirect,self xss to stored",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
CSRF Attack — 0 click account delete - 1st write-up,DOS of RSKJ server,https://hackerone.com/reports/2105808
CSRF Attack — 0 click account delete - 1st write-up,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CSRF Attack — 0 click account delete - 1st write-up,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
CSRF Attack — 0 click account delete - 1st write-up,Crafted smart contract can take 1.5 minutes to execute due to inefficient CODESIZE implementation,https://hackerone.com/reports/2489843
CSRF Attack — 0 click account delete - 1st write-up,IDOR Vulnerability at AddTagToAssets operation name,https://hackerone.com/reports/2633771
Zoneminder – Web App Testing – Oct 2022,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Zoneminder – Web App Testing – Oct 2022,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Zoneminder – Web App Testing – Oct 2022,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
Zoneminder – Web App Testing – Oct 2022,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
Zoneminder – Web App Testing – Oct 2022,DoS Vulnerability via Cache Poisoning on cdn.shopify.com and shopify-assets.shopifycdn.com,https://hackerone.com/reports/1695604
Apollo Router Security Audit Report (Q2 2022),Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Apollo Router Security Audit Report (Q2 2022),DOS of RSKJ server,https://hackerone.com/reports/2105808
Apollo Router Security Audit Report (Q2 2022),Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Apollo Router Security Audit Report (Q2 2022),Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Apollo Router Security Audit Report (Q2 2022),WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
CSRF Vulnerability In The NodeJS Ecosystem,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
CSRF Vulnerability In The NodeJS Ecosystem,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
CSRF Vulnerability In The NodeJS Ecosystem,DOS of RSKJ server,https://hackerone.com/reports/2105808
CSRF Vulnerability In The NodeJS Ecosystem,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CSRF Vulnerability In The NodeJS Ecosystem,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
CSRF leads to Account Takeover | Samsung,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
CSRF leads to Account Takeover | Samsung,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
CSRF leads to Account Takeover | Samsung,DOS of RSKJ server,https://hackerone.com/reports/2105808
CSRF leads to Account Takeover | Samsung,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
CSRF leads to Account Takeover | Samsung,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
How a Simple IDOR Led Me to Delete Any Account,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
How a Simple IDOR Led Me to Delete Any Account,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
How a Simple IDOR Led Me to Delete Any Account,DOS of RSKJ server,https://hackerone.com/reports/2105808
How a Simple IDOR Led Me to Delete Any Account,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
How a Simple IDOR Led Me to Delete Any Account,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
How we have pwned Root-Me in 2022,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
How we have pwned Root-Me in 2022,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
How we have pwned Root-Me in 2022,DOS of RSKJ server,https://hackerone.com/reports/2105808
How we have pwned Root-Me in 2022,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
How we have pwned Root-Me in 2022,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
We Hacked Larksuite For 1 month and Here is what we found,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
We Hacked Larksuite For 1 month and Here is what we found,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
We Hacked Larksuite For 1 month and Here is what we found,DOS of RSKJ server,https://hackerone.com/reports/2105808
We Hacked Larksuite For 1 month and Here is what we found,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
We Hacked Larksuite For 1 month and Here is what we found,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Stealing Google Drive OAuth tokens from Dropbox,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
