Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
How I made more than $30K with Jolokia CVEs,https://wss.sh/en/blog/how-i-made-more-than-30k-with-jolokia-cves/,Patrik Fehrenbach (@ITSecurityguard),-,"Reflected XSS, RCE, Information disclosure",33500.0,2020-06-16,2022-09-15
RCE in Google Cloud Deployment Manager,https://www.ezequiel.tech/2020/05/rce-in-cloud-dm.html,Ezequiel Pereira (@epereiralopez),Google,"SSRF, RCE",31337.0,2020-05-21,2022-09-15
"I Own your Cloud Shell: Taking over “Azure Cloud Shell” Kubernetes Cluster Through Unsecured Kubelet API 30,000$ Bounty",https://hencohen10.medium.com/i-own-your-cloud-shell-taking-over-azure-cloud-shell-kubernetes-cluster-through-unsecured-558621519cf9,Chen Cohen (@chencococococo),Microsoft,"Privilege escalation, RCE",30000.0,2021-02-15,2022-09-15
Popping a shell on the Oculus developer portal,https://bitquark.co.uk/blog/2014/08/31/popping_a_shell_on_the_oculus_developer_portal,Bitquark (@bitquark),Meta / Facebook,"SQL injection, CSRF, RCE, IDOR",30000.0,2014-08-31,2022-09-15
EmojiDeploy: Smile! Your Azure web service just got RCE’d ._.,https://ermetic.com/blog/azure/emojideploy-smile-your-azure-web-service-just-got-rced/,Liv Matan (@terminatorLM),Microsoft (Azure),"RCE, Cloud, CSRF, CORS misconfiguration",30000.0,2023-01-19,2023-01-23
The 30000$ Bounty Affair.,https://medium.com/@gokulsspace/the-30000-bounty-affair-3f025ee6b834,Gokulsspace (@GokTest),-,"RCE, Missing authentication, Exposed Jenkins instance",30000.0,2023-05-28,2023-05-29
"GitHub Pages - Multiple RCEs via insecure Kramdown configuration - $25,000 Bounty",https://devcraft.io/2020/10/20/github-pages-multiple-rces-via-kramdown-config.html,William Bowling / vakzz (@wcbowling),GitHub,"RCE, Path traversal",25000.0,2020-10-20,2022-09-15
How I got $24000 Bounty from a Log4j RCE in Apple App Store.,https://medium.com/@meharhuzaifa777/exploiting-log4j-rce-in-apple-app-store-ca99a549de1f,Mehar huzaifa (@Hunter_Huzaifa_),Apple,"RCE, Components with known vulnerabilities",24000.0,2024-08-25,2024-08-26
CS:GO: From Zero to 0-day,https://neodyme.io/blog/csgo_from_zero_to_0day/,"Felipe, Alain",Valve (CS:GO),"Game hacking, RCE, Memory corruption, Arbitrary file download, Arbitrary file write, DLL Hijacking, Privilege escalation",22500.0,2023-05-13,2023-05-15
"GitHub - RCE via git option injection (almost) - $20,000 Bounty",https://devcraft.io/2020/10/18/github-rce-git-inject.html,William Bowling / vakzz (@wcbowling),GitHub,RCE,20000.0,2020-10-18,2022-09-15
"Two Lines Of JScript For $20,000 – Pwn2Own Miami 2022",https://trenchant.io/two-lines-of-jscript-for-20000-pwn2own-miami-2022/,Ben McBride (@bdmcbri),ICONICS,RCE,20000.0,2022-09-29,2022-10-04
Hello Lucee! Let us hack Apple again?,https://blog.projectdiscovery.io/hello-lucee-let-us-hack-apple-again/,"Harsh Jaiswal (@rootxharsh), Rahul Maini (@iamnoooob)","Apple, Lucee","RCE, Insecure deserialization, ColdFusion, Security code review",20000.0,2024-02-15,2024-02-27
ExifTool CVE-2021-22204 - Arbitrary Code Execution,https://devcraft.io/2021/05/04/exiftool-arbitrary-code-execution-cve-2021-22204.html,William Bowling / vakzz (@wcbowling),GitLab,RCE,20000.0,2021-05-04,2022-09-15
"How we broke PHP, hacked Pornhub and earned $20,000",https://web.archive.org/web/20220709205125/https://www.evonide.com/how-we-broke-php-hacked-pornhub-and-earned-20000-dollar/,"Ruslan Habalov (@evonide), cutz, Dario Weißer (@haxonaut)",PornHub,"RCE, Memory corruption, Use-After-Free",20000.0,2016-07-23,2022-09-15
"Microsoft Dynamics Container Sandbox RCE via Unauthenticated Docker Remote API 20,000$ Bounty",https://hencohen10.medium.com/microsoft-dynamics-container-sandbox-rce-via-unauthenticated-docker-remote-api-20-000-bounty-7f726340a93b,Chen Cohen (@chencococococo),Microsoft,RCE,20000.0,2022-06-01,2022-09-15
Trying to hack Redis via HTTP requests,https://www.agarri.fr/blog/archives/2014/09/11/trying_to_hack_redis_via_http_requests/index.html,Nicolas Grégoire (@Agarri_FR),Meta / Facebook,"SSRF, CRLF injection, RCE",20000.0,2014-09-11,2024-02-06
Liferay revisited: A tale of 20k$,https://vsrc.vng.com.vn/blog/liferay-revisited-a-tale-of-20k/,VNG Security Response Center (@vngsecresponse),-,RCE,20000.0,2022-08-06,2022-09-15
Google Extensions (Awarded $18833.7),https://ndevtk.github.io/writeups/2023/08/18/extensions/,NDevTK (@ndevtk),"Google, Proton AG","RCE, Information disclosure, SOP bypass, postMessage, XSS, Universal XSS",18833.7,2023-08-18,2023-08-21
"Uber Hacking: How we found out who you are, where you are and where you went",https://medium.com/@r0t1v/uber-hacking-how-we-found-out-who-you-are-where-you-are-and-where-you-went-1e0769674535,Vitor “r0t” Oliveira (@r0t1v),Uber,"Bruteforce, Information disclosure, Logic flaw, IDOR",18000.0,2016-06-24,2022-09-15
KindleDrip — From Your Kindle’s Email Address to Using Your Credit Card,https://medium.com/realmodelabs/kindledrip-from-your-kindles-email-address-to-using-your-credit-card-bb93dbfb2a08,Yogev Bar-On,Amazon,RCE,18000.0,2021-01-21,2022-09-15
"5 RCEs in npm for $15,000",https://robertchen.cc/blog/2021/09/20/npm-rce,"Robert Chen (@NotDeGhost), Philip",-,RCE,15000.0,2021-09-20,2022-09-15
$15k RCE Through Monitoring Debug Mode,https://medium.com/@0xold/15k-rce-through-monitoring-debug-mode-4f474d8549d5,Omar (@0x0ld),-,"RCE, LFI, Debug mode enabled",15000.0,2024-08-28,2024-09-04
Just Gopher It: Escalating a Blind SSRF to RCE for $15k,https://sirleeroyjenkins.medium.com/just-gopher-it-escalating-a-blind-ssrf-to-rce-for-15k-f5329a974530,SirLeeroyJenkins (@SirLeeroyJenkin),-,"SSRF, RCE",15000.0,2021-05-17,2022-09-15
"Bounty Evaluation GitHub = $15,000 US Dollars | Rate Limit",https://medium.com/@taniyatesting11/bounty-evaluation-github-15-000-us-dollars-rate-limit-d6c07d73c948,Taniya Agarwal,GitHub,"Bruteforce, Email verification bypass, Account takeover",15000.0,2021-12-28,2022-09-15
Simple Remote Code Execution Vulnerability Examples for Beginners,https://ozguralp.medium.com/simple-remote-code-execution-vulnerability-examples-for-beginners-985867878311,Ozgur Alp (@ozgur_bbh),-,"RCE, Unrestricted file upload",15000.0,2020-02-05,2022-09-15
How i made 15k$ from Remote Code Execution Vulnerability,https://amakki.me/how-i-made-15k-from-remote-code-execution-vulnerability-2e1b14b3902a,Abdulrahman Makki (@AMakki1337),-,"Code injection, RCE, Self-XSS",15000.0,2022-02-13,2022-09-15
"I figured out a way to hack any of Facebook’s 2 billion accounts, and they paid me a $15,000 bounty for it",https://medium.freecodecamp.org/responsible-disclosure-how-i-could-have-hacked-all-facebook-accounts-f47c0252ae4d,Anand Prakash (@anandpraka_sh),Meta / Facebook,"Bruteforce, Account takeover",15000.0,2018-02-09,2022-09-15
Poppin shells with Okta Verify on Windows,https://www.securifera.com/blog/2024/05/02/okta-verify-for-windows-remote-code-execution-cve-2024-0980/,b0yd (@rwincey),Okta,"RCE, DLL Hijacking, Local Privilege Escalation",13337.0,2024-05-02,2024-07-15
Critical Security Flaw Found in WhatsApp Desktop Platform Allowing Cybercriminals Read From The File System Access,https://www.perimeterx.com/tech-blog/2020/whatsapp-fs-read-vuln-disclosure/,Gal Weizman (@WeizmanGal),Meta / Facebook,"Stored XSS, CSP bypass, Open redirect, RCE",12500.0,2020-02-04,2022-09-15
"How I Chained 4 vulnerabilities on GitHub Enterprise, From SSRF Execution Chain to RCE!",https://blog.orange.tw/2017/07/how-i-chained-4-vulnerabilities-on.html,Orange Tsai (@orange_8361),GitHub,"SSRF, RCE, CRLF injection, Insecure deserialization",12500.0,2017-07-28,2022-09-15
CVE-2019-18426 - WhatsApp Vulnerabilities Disclosure - Open Redirect + CSP Bypass + Persistent XSS + FS read permissions + potential for RCE,https://weizman.github.io/2020/02/14/whatsapp-vuln/,Gal Weizman (@WeizmanGal),Meta / Facebook (WhatsApp),"RCE, Stored XSS, CSP bypass, Arbitrary file read, Open redirect, Security code review",12500.0,2020-02-14,2023-05-04
Twitter's Vine Source code dump - $10080,https://avicoder.me/2016/07/22/Twitter-Vine-Source-code-dump/,avicoder (@avicoder),Twitter,"Source code disclosure, Information disclosure",10080.0,2016-07-22,2022-09-15
"CVE-2022-41924 - RCE in Tailscale, DNS Rebinding, and You",https://emily.id.au/tailscale,"Jamie McClymont (@JJJollyjim), Emily Trau (@emilyposting_)",Tailscale,"RCE, DNS rebinding, Information disclosure",10000.0,2022-11-22,2022-11-30
RCE In Adobe Acrobat Reader For Android(CVE-2021-40724),https://hulkvision.github.io/blog/post1/,sunny (@hulkvision),"Google, Adobe","RCE, Path traversal, Android",10000.0,2022-01-14,2022-09-15
PII Disclosure of Apple Users ($10k),https://ahmdhalabi.medium.com/pii-disclosure-of-apple-users-10k-d1e3d29bae36,Ahmad Halabi (@Ahmad_Halabi_),Apple,"IDOR, Lack of rate limiting, Bruteforce, Information disclosure",10000.0,2022-07-07,2022-09-15
From Zero to Hero Part 1: Bypassing Intel DCM’s Authentication by Spoofing Kerberos and LDAP Responses (CVE-2022-33942),https://www.rcesecurity.com/2022/11/from-zero-to-hero-part-1-bypassing-intel-dcms-authentication-cve-2022-33942/,Julien Ahrens (@MrTuxracer),Intel,"Authentication bypass, Kerberos, RCE, Privilege escalation, Security code review",10000.0,2022-11-23,2022-11-25
From Zero to Hero Part 2: From SQL Injection to RCE on Intel DCM (CVE-2022-21225),https://www.rcesecurity.com/2022/12/from-zero-to-hero-part-2-intel-dcm-sql-injection-to-rce-cve-2022-21225/,Julien Ahrens (@MrTuxracer),Intel,"SQL injection, Kerberos, RCE, Privilege escalation, Security code review",10000.0,2022-12-01,2022-12-20
$10.000 bounty for exposed .git to RCE,https://medium.com/@levshmelevv/10-000-bounty-for-exposed-git-to-rce-304c7e1f54,Lev Shmelev,-,".git folder disclosure, RCE, OS command injection",10000.0,2023-02-27,2023-02-28
Handlebars template injection and RCE in a Shopify app,https://mahmoudsec.blogspot.com/2019/04/handlebars-template-injection-and-rce.html,Mahmoud Gamal (@Zombiehelp54),Shopify,"SSTI, RCE",10000.0,2019-04-04,2022-09-15
"Second bite on GitLab, and some interesting Ruby functions/features",https://blog.nyangawa.me/security/CVE-2018-18649-Gitlab-RCE/,Nyangawa,GitLab,RCE,10000.0,2018-12-12,2022-09-15
$9240 Bounty in 30 days Hunt Challenge,https://blog.voorivex.team/9240-bounty-in-30-days-hunt-challenge,0xrz (@omidxrz),-,"Information disclosure, Reflected XSS, Account takeover, CORS misconfiguration, Web cache deception, Logic flaw, CSV injection, HTML injection, Client-side enforcement of server-side security, 2FA / MFA bypass, Broken Access Control, Privilege escalation, Pre-account takeover",9240.0,2023-10-21,2024-02-06
Diving into Dependabot along with a bug in npm,https://blog.tyage.net/posts/2021-06-27-dependabot-rce/,tyage (@tyage),GitHub,"SSRF, RCE",8117.0,2021-06-27,2022-09-15
Google Chrome portal element fuzzing,https://blog.redteam.pl/2019/12/chrome-portal-element-fuzzing.html,Pawel Wylecial (@h0wlu),Google,"RCE, Memory corruption, Buffer Overflow, Use-After-Free",8000.0,2019-12-06,2022-09-15
RCE Vulnerabilite in Yahoo Subdomain! ( Yahoo! RCE via Spring Engine SSTI ) By tghawkins,https://web.archive.org/web/20200929023045/https://www.mohamedharon.com/2018/01/rce-vulnerabilite-in-yahoo-subdomain.html,Mohamed Haron (@m7mdharon),Yahoo! / Verizon Media,RCE,8000.0,2018-01-05,2022-09-15
CVE-2021-30481: Source engine remote code execution via game invites,https://secret.club/2021/04/20/source-engine-rce-invite.html,floesen (@floesen_),Valve,"RCE, Integer underflow",8000.0,2021-04-20,2022-09-15
"$8,000 Bug Bounty Highlight: XSS to RCE in the Opera Browser",https://blogs.opera.com/security/2021/09/8000-bug-bounty-highlight-xss-to-rce-in-the-opera-browser,Renwa (@RenwaX23),Opera,"XSS, RCE",8000.0,2021-09-24,2022-09-15
Story of my Biggest Bounty ever : Command Execution on Jenkins,https://medium.com/@janijay007/story-of-my-biggest-bounty-evecommand-execution-on-jenkin-a73f5242b1e2,Jay Jani (@JayJani007),-,"RCE, Exposed Jenkins instance",8000.0,2019-07-11,2022-09-15
Vulnerability in Hangouts Chat a.k.a. how Electron makes open redirect great again,https://blog.bentkowski.info/2018/07/vulnerability-in-hangouts-chat-aka-how.html,Michał Bentkowski (@SecurityMB),Google,"Open redirect, RCE",7500.0,2018-07-24,2022-09-15
Exploiting the Source Engine (Part 2) - Full-Chain Client RCE in Source using Frida,https://ctf.re//source-engine/exploitation/2021/05/01/source-engine-2/,Geebz (@Gbps111),Valve,RCE,7500.0,2021-05-04,2022-09-15
$7000 Bounty on a Single Web Application,https://blog.voorivex.team/7000-bounty-on-a-single-web-application,Amir Abbas (@ImAyrix),-,"RCE, Unrestricted file upload, Stored XSS, Reflected XSS, Account takeover, IDOR, Logic flaw",7000.0,2023-11-01,2024-02-06
How I made 7K on Epic Games Bug Bounty,https://infosecwriteups.com/how-i-made-7k-on-epic-games-bug-bounty-8529728b9fcf,SynapticSpace,Epic Games,"RCE, Websockets",7000.0,2023-12-29,2024-01-02
How I earned a $7000 bug bounty from Grab (RCE Unique Bugs),https://web.archive.org/web/20220815093448/https://deb0con.medium.com/how-i-earned-a-7000-bug-bounty-from-grab-rce-unique-bugs-5e5037c5a58d,ANDRI,Grab,"RCE, Android",7000.0,2022-08-13,2022-09-15
Ivanti EPM Remote Code Execution,https://machevalia.blog/blog/ivanti-epm-remote-code-execution,Nick Berrie (@machevalia),-,"RCE, Components with known vulnerabilities",6500.0,2022-06-05,2023-01-11
SSH key injection in Google Cloud Compute Engine [Google VRP],https://blog.stazot.com/ssh-key-injection-google-cloud/,"Sivanesh Ashok (@sivaneshashok), Sreeram KL (@kl_sree)",Google,"OS command injection, RCE",6000.0,2023-01-12,2023-01-23
Remote code execution in Managed Anthos Service Mesh control plane,https://lf.lc/vrp/203177829/,Anthony Weems,Google,RCE,6000.0,2021-10-15,2022-09-15
RCE on Starbucks Singapore and more for $5600,http://www.kamilonurozkaleli.com/posts/rce-on-starbucks-singapore-and-more/,Kamil Onur Özkaleli (@ko2sec),Starbucks,"RCE, Unrestricted file upload",5600.0,2021-04-04,2022-09-15
How I got 5500$ from Yahoo for RCE,https://medium.com/bugbountywriteup/how-i-got-5500-from-yahoo-for-rce-92fffb7145e6,Th3G3nt3lman (@Th3G3nt3lman),Yahoo! / Verizon Media,RCE,5500.0,2017-06-04,2022-09-15
RCE due to Dependency Confusion — $5000 bounty!,https://chevonphillip.medium.com/rce-due-to-dependency-confusion-5000-bounty-fd1b294d645f,Chevon Phillip (@ChevonPhillip),-,"Dependency confusion, RCE",5000.0,2023-05-10,2023-05-11
InstaBrute: Two Ways to Brute-force Instagram Account Credentials,https://www.arneswinnen.net/2016/05/instabrute-two-ways-to-brute-force-instagram-account-credentials/,Arne Swinnen (@ArneSwinnen),Meta / Facebook,"Bruteforce, Username enumeration",5000.0,2016-05-19,2022-09-15
"Secure Your Jenkins Instance Or Hackers Will Force You To! (Snapchat’s $5,000 Vulnerability)",https://nahamsec.com/posts/secure-your-jenkins-instance-or-hackers-will-force-you-to-snapchats-5000-vulnerability,Ben Sadeghipour (@nahamsec),Snapchat,"RCE, LFI, Exposed Jenkins instance",5000.0,2017-08-22,2022-09-15
My Account Takeover Writeup: $5000,https://medium.com/@mrd17x/my-account-takeover-writeup-5000-6895492aa549,MRD7 (@_mrd7_),-,"Lack of rate limiting, Bruteforce",5000.0,2022-11-21,2022-11-25
Pwn2Own Miami 2022: ICONICS GENESIS64 Arbitrary Code Execution,https://sector7.computest.nl/post/2022-10-iconics-genesis64/,Sector 7 (@sector7_nl),ICONICS,RCE,5000.0,2022-10-17,2022-10-17
RCE due to ShowExceptions,https://sites.google.com/view/harshjaiswalblog/rce-due-to-showexceptions,Harsh Jaiswal (@rootxharsh),-,"RCE, Information disclosure, Debugging enabled",5000.0,2018-07-20,2022-09-15
0 Click ATO with the Sandwich Attack,https://www.landh.tech/blog/20230811-sandwich-attack/,Roni Carta (@0xLupin),-,"Account takeover, Sandwich Attack, Password reset, UUID, Bruteforce",5000.0,2023-08-11,2024-07-01
Discord Desktop - Remote Code Execution,https://blog.electrovolt.io/posts/discord-rce/,"s1r1us (@s1r1u5_), ptr-yudai (@ptrYudai)",Discord,"RCE, XSS, Sandbox bypass, CSP bypass",5000.0,2022-07-29,2022-09-15
CVE-2023-38146: Arbitrary Code Execution via Windows Themes,https://exploits.forsale/themebleed/,gabe_k,Microsoft (Windows),"RCE, TOCTOU, DLL Hijacking",5000.0,2023-09-13,2023-09-19
Remote Code Execution on a Facebook server,https://blog.scrt.ch/2018/08/24/remote-code-execution-on-a-facebook-server/,Daniel Le Gall (@Blaklis_),Meta / Facebook,RCE,5000.0,2018-08-24,2022-09-15
How I was able to revoke your Instagram 2FA,https://dhiyaneshgeek.github.io/web/security/2021/10/23/how-i-was-able-to-revoke-your-instagram-2fa/,Dhiyaneshwaran (@DhiyaneshDK),Meta / Facebook,"Bruteforce, Rate limiting bypass",5000.0,2021-10-23,2022-09-15
Windows 10 RCE: The exploit is in the link,https://positive.security/blog/ms-officecmd-rce,"Fabian Bräunlein, Lukas Euler",Microsoft,RCE,5000.0,2021-12-07,2022-09-15
Discord Desktop app RCE,https://mksben.l0.cm/2020/10/discord-desktop-rce.html,Masato Kinugawa (@kinugawamasato),Discord,RCE,5000.0,2020-10-17,2022-09-15
"Write Up – Google Bug Bounty: XSS To Cloud Shell Instance Takeover (Rce As Root) – $5,000 USD",https://omespino.com/write-up-google-bug-bounty-xss-to-cloud-shell-instance-takeover-rce-as-root-5000-usd/,Omar Espino (@omespino),Google,"XSS, RCE",5000.0,2020-10-01,2022-09-15
Abusing ImageMagick to obtain RCE,https://web.archive.org/web/20210116171139/https://strynx.org/imagemagick-rce/,Strynx (@Strynx_Security),-,"ImageTragick, RCE",5000.0,2019-12-24,2022-09-15
Missing rate-limiting. How I was able to add any unowned phone number to my Facebook account? (Bounty: 5000 USD),https://theshubh77.medium.com/write-up-missing-rate-limiting-how-i-was-able-to-add-any-unowned-phone-number-to-my-fb-account-fe4d7e67cf10,Shubham Bhamare (@theshubh77),Meta / Facebook,"OTP bruteforce, Lack of rate limiting",5000.0,2022-01-31,2022-09-15
Command Injection in Google Cloud Shell,https://docs.google.com/document/d/1-TTCS6fS6kvFUkoJmX4Udr-czQ79lSUVXiWsiAED_bs/edit,Ademar Nowasky Junior,Google,"RCE, OS command injection",5000.0,2022-01-28,2022-09-15
"Attacking HelpDesks Part 1: RCE Chain on DeskPro, with Bitdefender as a Case Study",https://blog.redforce.io/attacking-helpdesks-part-1-rce-chain-on-deskpro-with-bitdefender-as-case-study/,Abdulrahman Nour (@aboodnour),Bitdefender,RCE,5000.0,2020-03-28,2022-09-15
"$4,998 Bounty Awarded and 100,000 WordPress Sites Protected Against Unauthenticated Remote Code Execution Vulnerability Patched in GiveWP WordPress Plugin",https://www.wordfence.com/blog/2024/08/4998-bounty-awarded-and-100000-wordpress-sites-protected-against-unauthenticated-remote-code-execution-vulnerability-patched-in-givewp-wordpress-plugin/,Villu Orav (@villu164),Wordfence,"RCE, PHP pop chain, PHP object injection, Security code review",4998.0,2024-08-19,2024-09-04
CVE-2023-33733 RCE via HTMLi in reportlab,https://github.com/Sudistark/BB-Writeups/blob/main/2023/CVE-2023-33733-rce-via-htmli-in-reportlab.md,Sudhanshu Rajbhar (@sudhanshur705),ReportLab,"RCE, HTML injection, Code injection, SSRF, Components with known vulnerabilities",4500.0,2023-10-18,2024-02-06
Bug bounty write-up: From SSRF to $4000,https://thehackerish.com/bug-bounty-write-up-from-ssrf-to-4000/,thehackerish (@thehackerish),-,"SSRF, RCE",4000.0,2020-07-03,2022-09-15
Command Injection in the GitHub Pages Build Pipeline,https://blog.nietaanraken.nl/posts/github-pages-command-injection/,Joren Vrancken,GitHub,"RCE, OS command injection",4000.0,2022-08-25,2022-09-15
How I got $4000 from Visma for RCE,https://medium.com/@ratnadip1998/how-i-got-4000-from-visma-for-rce-d541e6042086,Ratnadip Gajbhiye (@scspcommunity),Visma,RCE,4000.0,2018-09-25,2022-09-15
How I could have mass uploaded from every Flickr account!,https://ret2got.wordpress.com/2017/10/05/how-i-could-have-mass-uploaded-from-every-flickr-account/,Jazzy (@ret2got),Flickr,Bruteforce,4000.0,2017-10-05,2022-09-15
Old RCE worth $3362.,https://medium.com/@nanwinata/old-rce-worth-3362-1af0cd70c459,nanwn,-,RCE,3362.0,2022-10-30,2022-10-31
Remote Code Execution in Google Cloud Dataflow,https://mbrancato.github.io/2021/12/28/rce-dataflow.html,Mike Brancato (@meatballninja),Google,RCE,3333.7,2021-12-28,2022-09-15
My LLM Bug Bounty Journey on Hugging Face Hub via Protect AI,https://medium.com/@zpbrent/my-llm-bug-bounty-journey-on-hugging-face-hub-via-protect-ai-9f3a1bc72c2e,Peng Zhou,"Hugging Face, Protect AI","LLM, Insecure deserialization, RCE",3250.0,2024-05-11,2024-05-11
How I found my first SSRF to RCE!,https://medium.com/@0x0Asif/how-i-found-my-first-rce-8f8033883dc4,Md. Asif Hossain (@0x0asif),-,"IDOR, SSRF, RCE",3200.0,2022-09-04,2022-09-15
Cookie Tossing to RCE on Google Cloud JupyterLab,https://blog.s1r1us.ninja/research/cookie-tossing-to-rce-on-google-cloud-jupyter-notebooks,s1r1us (@s1r1u5_),Google,"Self-XSS, DoS, CSRF, RCE",3133.7,2020-12-23,2022-09-15
Remote code execution in import image task via storage bucket squatting,https://lf.lc/vrp/168987557/,Anthony Weems,Google,RCE,3133.7,2020-09-19,2022-09-15
Remote Code Execution in .tgz File Upload,https://machevalia.blog/blog/remote-code-execution-in-tgz-file-upload,Nick Berrie (@machevalia),-,"RCE, Unrestricted file upload",3100.0,2022-01-30,2022-09-15
Visual Studio Code - Remote Code Execution in Restricted Mode (CVE-2021-43908),https://blog.electrovolt.io/posts/vscode-rce/,"s1r1us (@s1r1u5_), Maxwell Garrett (@TheGrandPew)",Microsoft,"RCE, XSS",3000.0,2022-06-29,2022-09-15
Hardcore RCE via directory name for $3.000,https://medium.com/@levshmelevv/hardcore-rce-via-directory-name-for-3-000-225ed58b41a9,Lev Shmelev,-,"RCE, OS command injection, Security code review",3000.0,2023-05-16,2023-05-18
