WriteupTitle,ReportTitle,ReportURL
Account Takeover via IDOR,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Account Takeover via IDOR,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
"$20,300 Bounties from a 200 Hour Hacking Challenge",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"$20,300 Bounties from a 200 Hour Hacking Challenge",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"$20,300 Bounties from a 200 Hour Hacking Challenge",DOS of RSKJ server,https://hackerone.com/reports/2105808
"$20,300 Bounties from a 200 Hour Hacking Challenge",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"$20,300 Bounties from a 200 Hour Hacking Challenge",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Uber Hacking: How we found out who you are, where you are and where you went",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Uber Hacking: How we found out who you are, where you are and where you went",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Uber Hacking: How we found out who you are, where you are and where you went",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Uber Hacking: How we found out who you are, where you are and where you went",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Uber Hacking: How we found out who you are, where you are and where you went",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Disclose private attachments in Facebook Messenger Infrastructure - 15,000$",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Disclose private attachments in Facebook Messenger Infrastructure - 15,000$",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Disclose private attachments in Facebook Messenger Infrastructure - 15,000$",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Disclose private attachments in Facebook Messenger Infrastructure - 15,000$",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Disclose private attachments in Facebook Messenger Infrastructure - 15,000$",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Delete any Photo from Facebook by Exploiting Support Dashboard - $12,500 Bug",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Delete any Photo from Facebook by Exploiting Support Dashboard - $12,500 Bug",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Delete any Photo from Facebook by Exploiting Support Dashboard - $12,500 Bug",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Delete any Photo from Facebook by Exploiting Support Dashboard - $12,500 Bug",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Delete any Photo from Facebook by Exploiting Support Dashboard - $12,500 Bug",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Delete any Video or Reel on Facebook (11,250$)",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Delete any Video or Reel on Facebook (11,250$)",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Delete any Video or Reel on Facebook (11,250$)",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Delete any Video or Reel on Facebook (11,250$)",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Delete any Video or Reel on Facebook (11,250$)",Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
One Param => $10k,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
One Param => $10k,Lack of Feedback Validation Permits Arbitrary Driver Ratings,https://hackerone.com/reports/2894018
One Param => $10k,Path Traversal Vulnerability in Lila Project,https://hackerone.com/reports/3181066
One Param => $10k,IDOR Vulnerability at AddTagToAssets operation name,https://hackerone.com/reports/2633771
One Param => $10k,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
Another image removal vulnerability on Facebook,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Another image removal vulnerability on Facebook,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Another image removal vulnerability on Facebook,DOS of RSKJ server,https://hackerone.com/reports/2105808
Another image removal vulnerability on Facebook,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Another image removal vulnerability on Facebook,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Image removal vulnerability in Facebook polling feature,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Image removal vulnerability in Facebook polling feature,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Image removal vulnerability in Facebook polling feature,DOS of RSKJ server,https://hackerone.com/reports/2105808
Image removal vulnerability in Facebook polling feature,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Image removal vulnerability in Facebook polling feature,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"The Bugs Are Out There, Hiding in Plain Sight",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"The Bugs Are Out There, Hiding in Plain Sight",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"The Bugs Are Out There, Hiding in Plain Sight",DOS of RSKJ server,https://hackerone.com/reports/2105808
"The Bugs Are Out There, Hiding in Plain Sight",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"The Bugs Are Out There, Hiding in Plain Sight",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
A great weekend hack(worth $8k),Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
A great weekend hack(worth $8k),Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
A great weekend hack(worth $8k),DOS of RSKJ server,https://hackerone.com/reports/2105808
A great weekend hack(worth $8k),Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
A great weekend hack(worth $8k),IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Vine User’s Private information disclosure,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Vine User’s Private information disclosure,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
Vine User’s Private information disclosure,Path Traversal Vulnerability in Lila Project,https://hackerone.com/reports/3181066
Vine User’s Private information disclosure,IDOR Vulnerability at AddTagToAssets operation name,https://hackerone.com/reports/2633771
Vine User’s Private information disclosure,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
A 7500$ Google sites IDOR,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
A 7500$ Google sites IDOR,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
A 7500$ Google sites IDOR,DOS of RSKJ server,https://hackerone.com/reports/2105808
A 7500$ Google sites IDOR,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
A 7500$ Google sites IDOR,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
The YouTube bug that allowed unlisted uploads to any channel,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
The YouTube bug that allowed unlisted uploads to any channel,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
The YouTube bug that allowed unlisted uploads to any channel,DOS of RSKJ server,https://hackerone.com/reports/2105808
The YouTube bug that allowed unlisted uploads to any channel,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
The YouTube bug that allowed unlisted uploads to any channel,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Hacking Razer Pay Ewallet App,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Hacking Razer Pay Ewallet App,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Hacking Razer Pay Ewallet App,IDOR Vulnerability at AddTagToAssets operation name,https://hackerone.com/reports/2633771
Hacking Razer Pay Ewallet App,1 Click Account Takeover via Auth Token Theft on marketing.hostinger.com,https://hackerone.com/reports/3081691
Hacking Razer Pay Ewallet App,DoS Vulnerability via Cache Poisoning on cdn.shopify.com and shopify-assets.shopifycdn.com,https://hackerone.com/reports/1695604
6k$ Worth Account Takeover via IDOR in Starbucks Singapore,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
6k$ Worth Account Takeover via IDOR in Starbucks Singapore,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
6k$ Worth Account Takeover via IDOR in Starbucks Singapore,DOS of RSKJ server,https://hackerone.com/reports/2105808
6k$ Worth Account Takeover via IDOR in Starbucks Singapore,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
6k$ Worth Account Takeover via IDOR in Starbucks Singapore,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
"Stealing Your Private YouTube Videos, One Frame at a Time",Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
"Stealing Your Private YouTube Videos, One Frame at a Time",Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
"Stealing Your Private YouTube Videos, One Frame at a Time",DOS of RSKJ server,https://hackerone.com/reports/2105808
"Stealing Your Private YouTube Videos, One Frame at a Time",Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
"Stealing Your Private YouTube Videos, One Frame at a Time",IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
A $5000 IDOR…,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
A $5000 IDOR…,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
A $5000 IDOR…,DOS of RSKJ server,https://hackerone.com/reports/2105808
A $5000 IDOR…,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
A $5000 IDOR…,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Idor in google product,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Idor in google product,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Idor in google product,DOS of RSKJ server,https://hackerone.com/reports/2105808
Idor in google product,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Idor in google product,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
$5000 Google IDOR Vulnerability Writeup,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
$5000 Google IDOR Vulnerability Writeup,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
$5000 Google IDOR Vulnerability Writeup,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
$5000 Google IDOR Vulnerability Writeup,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
$5000 Google IDOR Vulnerability Writeup,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
How I Could Compromise 4% (Locked) Instagram Accounts,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
How I Could Compromise 4% (Locked) Instagram Accounts,DOS of RSKJ server,https://hackerone.com/reports/2105808
How I Could Compromise 4% (Locked) Instagram Accounts,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
How I Could Compromise 4% (Locked) Instagram Accounts,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
How I Could Compromise 4% (Locked) Instagram Accounts,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Gsuite Hangouts Chat 5k IDOR,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Gsuite Hangouts Chat 5k IDOR,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Gsuite Hangouts Chat 5k IDOR,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Gsuite Hangouts Chat 5k IDOR,Lack of Feedback Validation Permits Arbitrary Driver Ratings,https://hackerone.com/reports/2894018
Gsuite Hangouts Chat 5k IDOR,Path Traversal Vulnerability in Lila Project,https://hackerone.com/reports/3181066
A Simple IDOR to Account Takeover,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
A Simple IDOR to Account Takeover,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
A Simple IDOR to Account Takeover,DOS of RSKJ server,https://hackerone.com/reports/2105808
A Simple IDOR to Account Takeover,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
A Simple IDOR to Account Takeover,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
4300$ Instagram IDOR Bug (2022),Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
4300$ Instagram IDOR Bug (2022),IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
4300$ Instagram IDOR Bug (2022),Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
4300$ Instagram IDOR Bug (2022),Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
4300$ Instagram IDOR Bug (2022),Crafted smart contract can take ~23 seconds to execute due to immense error string construction,https://hackerone.com/reports/2559404
How a simple IDOR become a $4K User Impersonation vulnerability,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
How a simple IDOR become a $4K User Impersonation vulnerability,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
How a simple IDOR become a $4K User Impersonation vulnerability,DOS of RSKJ server,https://hackerone.com/reports/2105808
How a simple IDOR become a $4K User Impersonation vulnerability,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
How a simple IDOR become a $4K User Impersonation vulnerability,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
How I could have stolen your photos from Google,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
How I could have stolen your photos from Google,DOS of RSKJ server,https://hackerone.com/reports/2105808
How I could have stolen your photos from Google,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
How I could have stolen your photos from Google,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
How I could have stolen your photos from Google,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Finding and Exploiting Unintended Functionality in Main Web App APIs,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Finding and Exploiting Unintended Functionality in Main Web App APIs,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Finding and Exploiting Unintended Functionality in Main Web App APIs,DOS of RSKJ server,https://hackerone.com/reports/2105808
Finding and Exploiting Unintended Functionality in Main Web App APIs,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Finding and Exploiting Unintended Functionality in Main Web App APIs,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
2 CSRF 1 IDOR on Google Marketing Platform,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
2 CSRF 1 IDOR on Google Marketing Platform,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
2 CSRF 1 IDOR on Google Marketing Platform,DOS of RSKJ server,https://hackerone.com/reports/2105808
2 CSRF 1 IDOR on Google Marketing Platform,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
2 CSRF 1 IDOR on Google Marketing Platform,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
$3133.70 Google Dialogflow IDOR Vulnerability,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
$3133.70 Google Dialogflow IDOR Vulnerability,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
$3133.70 Google Dialogflow IDOR Vulnerability,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
$3133.70 Google Dialogflow IDOR Vulnerability,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
$3133.70 Google Dialogflow IDOR Vulnerability,[XSS] Reflected XSS via POST request in (███████),https://hackerone.com/reports/3146996
IDOR leads to removing members from any Google Chat Space.,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
IDOR leads to removing members from any Google Chat Space.,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
IDOR leads to removing members from any Google Chat Space.,DOS of RSKJ server,https://hackerone.com/reports/2105808
IDOR leads to removing members from any Google Chat Space.,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
IDOR leads to removing members from any Google Chat Space.,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),DOS of RSKJ server,https://hackerone.com/reports/2105808
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),DOS of RSKJ server,https://hackerone.com/reports/2105808
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Hunting Insecure Direct Object Reference Vulnerabilities for Fun and Profit (PART-1),IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Disclose Private Video Thumbnail from Facebook WorkPlace,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Disclose Private Video Thumbnail from Facebook WorkPlace,DOS of RSKJ server,https://hackerone.com/reports/2105808
Disclose Private Video Thumbnail from Facebook WorkPlace,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Disclose Private Video Thumbnail from Facebook WorkPlace,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Disclose Private Video Thumbnail from Facebook WorkPlace,WordPress Version Exposure via /wp-links-opml.php on hemi.xyz,https://hackerone.com/reports/3198394
Abusing JSON Web Token to steal accounts — 3000$,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Abusing JSON Web Token to steal accounts — 3000$,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Abusing JSON Web Token to steal accounts — 3000$,DOS of RSKJ server,https://hackerone.com/reports/2105808
Abusing JSON Web Token to steal accounts — 3000$,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Abusing JSON Web Token to steal accounts — 3000$,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Abusing URL Shortners for fun and profit,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Abusing URL Shortners for fun and profit,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Abusing URL Shortners for fun and profit,DOS of RSKJ server,https://hackerone.com/reports/2105808
Abusing URL Shortners for fun and profit,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Abusing URL Shortners for fun and profit,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
I felt like there were no more bugs left after winning € 2000 … But an email worth €750 changed my mind,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
I felt like there were no more bugs left after winning € 2000 … But an email worth €750 changed my mind,DOS of RSKJ server,https://hackerone.com/reports/2105808
I felt like there were no more bugs left after winning € 2000 … But an email worth €750 changed my mind,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
I felt like there were no more bugs left after winning € 2000 … But an email worth €750 changed my mind,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
I felt like there were no more bugs left after winning € 2000 … But an email worth €750 changed my mind,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
Removing profile pictures for any Facebook user,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
Removing profile pictures for any Facebook user,DOS of RSKJ server,https://hackerone.com/reports/2105808
Removing profile pictures for any Facebook user,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
Removing profile pictures for any Facebook user,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
Removing profile pictures for any Facebook user,Bypassing Bronze Partner Wallet Restriction to Accept Trips with Negative Balance,https://hackerone.com/reports/2868164
The Unexpected “0” Master ID for Account Data Manipulation,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
The Unexpected “0” Master ID for Account Data Manipulation,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
The Unexpected “0” Master ID for Account Data Manipulation,DOS of RSKJ server,https://hackerone.com/reports/2105808
The Unexpected “0” Master ID for Account Data Manipulation,Improper Authentication Throttling Allows Attacker-Controlled Account Lockouts,https://hackerone.com/reports/3160210
The Unexpected “0” Master ID for Account Data Manipulation,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
IDOR on HackerOne Embedded Submission Form,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
IDOR on HackerOne Embedded Submission Form,DOS of RSKJ server,https://hackerone.com/reports/2105808
IDOR on HackerOne Embedded Submission Form,IDOR on in-app hardcoded zombie endpoint,https://hackerone.com/reports/3085742
IDOR on HackerOne Embedded Submission Form,Ability to increase any customer offered fare (BAC),https://hackerone.com/reports/2861888
IDOR on HackerOne Embedded Submission Form,Broken Access Control (IDOR) in Booking Detail and Bids Could Leads to Sensitive Information Disclosure,https://hackerone.com/reports/2374730
Digging JS files to find BUGs,Improper HTTP header block termination in llhttp,https://hackerone.com/reports/2054283
Digging JS files to find BUGs,Crafted smart contract can take 8 minutes to execute due to bug in modexp precompile.,https://hackerone.com/reports/2412583
